station_id,station_name,x_itm,y_itm,lon,lat,bikes_available,docks_available,event_time,unique_id,object_id,guid
833,הרב קוק הרצליה,184546.78,674345.45,34.834351228172295,32.162027878395094,0,0,2025-08-13 20:43:25,835-833,30359,64815df78e1a6fbc5d77f715
1041,קדושי השואה 20,180587.6,670483.78,34.79253606264039,32.12706918820413,3,0,2025-08-13 20:43:25,835-1041,30360,67762b73410de65c41002a99
1201,גן מארק שגאל,180072.96,669513.29,34.787122230207835,32.1182999783687,1,0,2025-08-13 20:43:25,835-1201,30361,6793b8cce8350f1d500fd3c6
1202,לוי אשכול/מארק שגאל,180354.44,669380.22,34.790110211050425,32.11710959839178,4,0,2025-08-13 20:43:25,835-1202,30362,6793b9d7410de65c41008073
1141,לוי אשכול 40,180215.72,668197.16,34.78868864027253,32.106436376016184,2,0,2025-08-13 20:43:25,835-1141,30363,6793bbe3e8350f1d500fd3d0
1053,אליהו חכים/פינשטיין,181420.99,670553.08,34.801364760076915,32.12772251471383,2,0,2025-08-13 20:43:25,835-1053,30364,67949cc5e8350f1d500fd4c3
1052,קאנטרי רמת אביב ג,181548.02,670545.54,34.80271122900239,32.12765891358343,0,0,2025-08-13 20:43:25,835-1052,30365,67949e62e8350f1d500fd4c4
1231,חיים לבנון/קלצקין,181458.12,669514.6,34.80179927793733,32.11835904261886,0,0,2025-08-13 20:43:25,835-1231,30366,6794a019e8350f1d500fd4cb
1233,קלאוזנר - מוזיאון הטבע,181981.75,669005.25,34.807367543852244,32.1137837216785,0,0,2025-08-13 20:43:25,835-1233,30367,6794a2bce8350f1d500fd4cc
1091,"טאגור- בי""ס ניצנים",180935.05,669087.81,34.79627392736665,32.114492525237196,2,0,2025-08-13 20:43:25,835-1091,30368,6794a3c0e8350f1d500fd4cd
1203,מועדון ספורט רנסאנס,179944.09,669048.41,34.78577576128236,32.11410342019809,2,0,2025-08-13 20:43:25,835-1203,30369,67ab10bfed7a501dc40e1454
1131,"רדינג - בי""ס אליאנס",180739.02,668264.65,34.7942300840973,32.10706281839478,0,0,2025-08-13 20:43:25,835-1131,30370,67ab11d1586e161cfa58bad2
1092,יהודה הנשיא 9,180779.07,669209.76,34.794616322195445,32.11558689820693,0,0,2025-08-13 20:43:26,835-1092,30371,67ab3959ed7a501dc40e1534
1211,יהודה הנשיא/הרב אשי,180886.72,669830.07,34.79573212114564,32.12118436839748,0,0,2025-08-13 20:43:26,835-1211,30372,67ab3a89ed7a501dc40e1538
1051,שלמה בן יוסף - מרכז מסחרי,181122.29,670275.54,34.7982104822754,32.12520960958547,3,0,2025-08-13 20:43:26,835-1051,30373,67ab3bb8586e161cfa58bbb4
4201,שדרות ירושלים/יהודה הימית,177349.65,661899.72,34.75859961954347,32.04954993840214,0,0,2025-08-13 20:43:26,835-4201,30374,67ab4013586e161cfa58bbb8
4171,שדרות ירושלים - גן רפפורט,177162.58,661017.52,34.756657700216685,32.04158810259598,2,0,2025-08-13 20:43:26,835-4171,30375,67ab418aed7a501dc40e1549
4221,פארק המדרון דרום,176117.89,660803.63,34.74560699907533,32.039623682513906,0,0,2025-08-13 20:43:26,835-4221,30376,67ab42ec586e161cfa58bbdf
4091,חניון נמל יפו,176485.14,662039.38,34.74943987575761,32.05077984613626,2,0,2025-08-13 20:43:26,835-4091,30377,67ab4a53ed7a501dc40e157f
4101,יפת 42,176794.73,661986.02,34.75272021738282,32.05030925492598,0,0,2025-08-13 20:43:26,835-4101,30378,67ab4c06586e161cfa58bbf9
4041,דרך בן-צבי/שלבים,177842.22,661831.05,34.76381785718194,32.048947482186875,2,0,2025-08-13 20:43:26,835-4041,30379,67ab4cf0586e161cfa58bc14
4081,"שז""ר 41",177846.69,660788.02,34.763910393392955,32.03954183076242,0,0,2025-08-13 20:43:26,835-4081,30380,67ab4dcc586e161cfa58bc15
4042,סלאמה/קיבוץ גלויות,177793.56,662413.84,34.76327739206544,32.05420122154887,1,0,2025-08-13 20:43:26,835-4042,30381,67ab4ef0586e161cfa58bc24
4102,יפת/שבטי ישראל,176735.46,661143.18,34.75213013139955,32.04270671186206,0,0,2025-08-13 20:43:26,835-4102,30382,67ab4fa5ed7a501dc40e159a
5201,משה דיין/הרב יעקב טראב,181060.15,661310.38,34.79791007486573,32.044361864723825,0,0,2025-08-13 20:43:26,835-5201,30383,67ab5130ed7a501dc40e159e
5202,ספורטק פארק דרום,180660.28,661150.53,34.79368291345826,32.042906786875086,0,0,2025-08-13 20:43:26,835-5202,30384,67ab5241586e161cfa58bc2a
4301,סלאמה/הרצל,178513.12,662452.96,34.770894865667735,32.054578588013676,4,0,2025-08-13 20:43:26,835-4301,30385,67ab52bf586e161cfa58bc2c
4061,קיבוץ גלויות/הרצל,178436.5,662108.64,34.77009824959031,32.05147095154634,2,0,2025-08-13 20:43:26,835-4061,30386,67ab536d586e161cfa58bc2d
5231,"דרך לח""י/חירותנו",180476.16,661630.25,34.79171417204133,32.04722648164304,0,0,2025-08-13 20:43:27,835-5231,30387,67ab544bed7a501dc40e15b0
5203,הבלונים/שתולים,180884.06,661106.32,34.79605398622743,32.0425157307599,1,0,2025-08-13 20:43:27,835-5203,30388,67ab5548ed7a501dc40e15b3
4181,קיבוץ גלויות 118,179265.56,661655.35,34.77889556029662,32.04741154326391,1,0,2025-08-13 20:43:27,835-4181,30389,67b70dabed7a501dc40e34d8
4151,הקשת 6א,178881.25,661079.96,34.77485078910216,32.042209706805785,0,0,2025-08-13 20:43:27,835-4151,30390,67b70e55586e161cfa58de83
4082,מאיר גרוסמן 8,178326.3,660923.72,34.768982115777575,32.04078187831094,0,0,2025-08-13 20:43:27,835-4082,30391,67b71f47586e161cfa58deb7
4083,שבח מופת - מרדכי בנטוב 8,178304.95,661158.78,34.768746081384265,32.0429008769312,0,0,2025-08-13 20:43:27,835-4083,30392,67b72020ed7a501dc40e3523
4321,מסילת ישרים/בר יוחאי,179099.62,662196.11,34.77711591461524,32.052282313087396,2,0,2025-08-13 20:43:27,835-4321,30393,67b720f7586e161cfa58decb
4322,בעל העקידה/דה מודנה,179266.95,662263.41,34.77888483146056,32.05289497733014,3,0,2025-08-13 20:43:27,835-4322,30394,67b721bbed7a501dc40e3524
2091,קהילת זגלמביה,184966.24,669210.4,34.83898240664824,32.11573547321447,2,0,2025-08-13 20:43:27,835-2091,30395,67b72947ed7a501dc40e353f
2094,דבורה הנביאה/שוהם,184037.46,669573.14,34.82912797072753,32.118974954792186,0,0,2025-08-13 20:43:27,835-2094,30396,67b729dced7a501dc40e3553
2093,דבורה הנביאה/יעקב חזן,184331.92,669519.13,34.83225006202086,32.11849789950684,0,0,2025-08-13 20:43:27,835-2093,30397,67b72ad4586e161cfa58def1
2083,דבורה הנביאה/פנחס רוזן,183709.23,669523.5,34.825651827844226,32.118516073087186,0,0,2025-08-13 20:43:27,835-2083,30398,67b72b5d586e161cfa58def4
2061,בית אל/רמה,185216.24,669555.33,34.84161901810988,32.118854555360585,1,0,2025-08-13 20:43:27,835-2061,30399,67b72c3a586e161cfa58def5
2062,קאנטרי נווה שרת,185335.37,669444.01,34.84288535562745,32.11785472355304,0,0,2025-08-13 20:43:27,835-2062,30400,67c03b76586e161cfa58f322
2081,פנחס רוזן 26,183805.72,668515.14,34.82671163526765,32.10942627633385,1,0,2025-08-13 20:43:27,835-2081,30401,67c04691586e161cfa58f34f
2092,דבורה הנביאה/משמר הירדן,184526.16,669536.25,34.834307651197825,32.11865890668828,3,0,2025-08-13 20:43:27,835-2092,30402,67c047cb586e161cfa58f353
2201,רפידים 2,182646.46,668433.36,34.81443248239747,32.10864927518043,0,0,2025-08-13 20:43:27,835-2201,30403,67c054ba586e161cfa58f394
2202,רפידים/מבצע קדש,182476.45,669020.51,34.812608580267344,32.11393820497437,2,0,2025-08-13 20:43:28,835-2202,30404,67c05552ed7a501dc40e4894
2021,מרדכי מאיר 7,182663.53,670073.81,34.81455049959413,32.12344296836553,1,0,2025-08-13 20:43:28,835-2021,30405,67c056f2586e161cfa58f395
2022,גינת אלכסנדר פן,182386.99,670036.06,34.811621527349864,32.12309314519403,1,0,2025-08-13 20:43:28,835-2022,30406,67c057afed7a501dc40e4895
2071,מבצע קדש/קהילת ונציה,183348.76,668871.09,34.821856836950694,32.112620544938466,1,0,2025-08-13 20:43:28,835-2071,30407,67c05afb586e161cfa58f3a3
2101,בני אפרים/הדר יוסף,182874.23,668694.52,34.816835741674815,32.11101206518643,2,0,2025-08-13 20:43:28,835-2101,30408,67c05be9586e161cfa58f3a4
2031,בני אפרים/שלונסקי,183063.58,669541.27,34.818809847509776,32.11865436330075,2,0,2025-08-13 20:43:28,835-2031,30409,67c05cb1586e161cfa58f3a5
1021,מגדלי נאמן,180883.65,671756.29,34.79562215057603,32.138554503202165,0,0,2025-08-13 20:43:28,835-1021,30410,67c05e88ed7a501dc40e48ae
1022,מכללת לוינסקי,181098.88,671584.97,34.79791007486573,32.13701688889971,0,0,2025-08-13 20:43:28,835-1022,30411,67c0602b586e161cfa58f3b0
2051,הפרסה 27,184934.12,669807.27,34.83862064329377,32.121116846243794,0,0,2025-08-13 20:43:28,835-2051,30412,67c062baed7a501dc40e48b9
1042,"בי""ס תיכונט",180703.31,670987.52,34.79374192205659,32.13161572805083,1,0,2025-08-13 20:43:28,835-1042,30413,67c063d7586e161cfa58f3b1
4152,מרכז קהילתי גולדשטיין גורן,178714.7,661409.49,34.77307355680847,32.04517569223749,0,0,2025-08-13 20:43:28,835-4152,30414,67c856d3586e161cfa5906ab
2032,בני אפרים/מנורה,183379.21,669927.44,34.822139741180415,32.12214750551408,1,0,2025-08-13 20:43:28,835-2032,30415,67d16270ed7a501dc40e6b78
2131,שלום אש 32,183616.74,668373.69,34.82471466183471,32.10814424627475,1,0,2025-08-13 20:43:28,835-2131,30416,67d163ce586e161cfa5918e0
2191,פתחיה מרגנשבורג 31,184081.65,669061.48,34.82961505770492,32.11436237653791,0,0,2025-08-13 20:43:28,835-2191,30417,67d16537586e161cfa5918e4
2192,אבן ספיר 4,183846.05,668794.57,34.827128649948115,32.111947420455515,1,0,2025-08-13 20:43:28,835-2192,30418,67d16616586e161cfa5918e5
2072,תיכון ליידי דייויס,182933.16,669207.65,34.81744051098632,32.11564139136957,2,0,2025-08-13 20:43:28,835-2072,30419,67d16c6aed7a501dc40e6b93
2193,משמר הירדן 115,184472.73,669347.94,34.83374834179687,32.116959007801846,0,0,2025-08-13 20:43:29,835-2193,30420,67d16ffc586e161cfa591903
1032,קמפוס WIX מזרח,181358.02,672157.14,34.800633789299006,32.14218542124218,5,0,2025-08-13 20:43:29,835-1032,30421,67d1731f586e161cfa59190a
2082,פנחס רוזן 65,183662.74,669073.39,34.82517600178527,32.11445552031897,0,0,2025-08-13 20:43:29,835-2082,30422,67d17680ed7a501dc40e6bad
2194,טבנקין/תירוש,184192.19,669255.54,34.830779136417384,32.11611618982797,1,0,2025-08-13 20:43:29,835-2194,30423,67d17a48586e161cfa59191d
2121,ישראל אשכנזי 31,184081.31,668599.69,34.829628468749995,32.11019807088447,0,0,2025-08-13 20:43:29,835-2121,30424,67d17b27586e161cfa59191e
2041,"צה""ל/אבוקה",184034.44,669969.3,34.82908129811096,32.122547307458376,2,0,2025-08-13 20:43:29,835-2041,30425,67d17d20586e161cfa591924
4182,אסירי ציון 10,179079.47,661675.29,34.77692447153321,32.04758501456278,3,0,2025-08-13 20:43:29,835-4182,30426,67e1099d863fb19c86c52ade
4153,דרך בן צבי 76,178405.82,661221.51,34.76981125322572,32.04346995763434,0,0,2025-08-13 20:43:29,835-4153,30427,67e10dc9863fb19c86c52b07
3081,קוסובסקי 6,180816.78,667155.08,34.79509858795777,32.09705958333845,3,0,2025-08-13 20:43:29,835-3081,30428,67e3a11c165654bfb3b7390a
3082,קוסובסקי 58,181361.32,667337.46,34.80085997292176,32.09872284143337,5,0,2025-08-13 20:43:29,835-3082,30429,67e3a2f8165654bfb3b7390b
3083,קאנטרי דקל,181667.7,667139.26,34.80411349245682,32.096945971707925,2,0,2025-08-13 20:43:29,835-3083,30430,67e3a3ae165654bfb3b7390c
3282,הרב ניסים 11,181281.37,666700.98,34.80003824167787,32.09298046575032,1,0,2025-08-13 20:43:29,835-3282,30431,67e3e72c165654bfb3b73a39
3283,הרב ניסים/ההלכה,181130.74,666505.5,34.79845037394105,32.09121257383738,2,0,2025-08-13 20:43:29,835-3283,30432,67e3e7ef165654bfb3b73a3a
3291,מלון הילטון,178543.89,666111.59,34.771065019899,32.087572153959975,0,0,2025-08-13 20:43:29,835-3291,30433,67e3ed55863fb19c86c5358d
3292,גן העצמאות,178698.07,666546.95,34.77267970972596,32.09150343758293,5,0,2025-08-13 20:43:29,835-3292,30434,67e3f097863fb19c86c535a5
3181,דיזנגוף/ז'בוטינסקי,178969.75,666288.14,34.775568448835,32.08917877412034,2,0,2025-08-13 20:43:29,835-3181,30435,67e3f1ec165654bfb3b73a64
2102,קהילת וורשה - מרכז מסחרי,183409.59,668645.11,34.82250978880464,32.11058480263127,1,0,2025-08-13 20:43:29,835-2102,30436,67e3f6af165654bfb3b73a85
3611,תיאטרון קליפה,178277.5,664233.51,34.76832380228578,32.07062706814799,3,0,2025-08-13 20:43:30,835-3611,30437,67e3f78f165654bfb3b73a89
3681,בית שטראוס,178819.16,663895.23,34.77407445841371,32.06759498468389,0,0,2025-08-13 20:43:30,835-3681,30438,67e3f8e2863fb19c86c535b7
3281,הרב ניסים/ירושלמי,181373.9,667031.32,34.80100534406892,32.09596256540601,0,0,2025-08-13 20:43:30,835-3281,30439,67e530b932199d78fa760ff8
4222,מרכז פרס לשלום,176213.89,660554.98,34.74663458490599,32.03738468287222,1,0,2025-08-13 20:43:30,835-4222,30440,67ed2dea92409ecffcf68921
6001,מלון שפיים,183419.06,680285.65,34.82217300275191,32.215556684681125,8,0,2025-08-13 20:43:30,835-6001,30441,67f37b4d5a4d26aeecf1292f
43211,סגירת השכרות - חירום,194312.2,655742.5,34.93836166131592,31.99460355426799,0,0,2025-08-13 20:43:30,835-43211,30442,67f4fc1092409ecffcf6c27d
3031,אוסישקין 96,179623.65,666974.56,34.78246657471315,32.09539105912039,1,0,2025-08-13 20:43:30,835-3031,30443,67f794b65a4d26aeecf13756
3510,נמיר/שאול המלך,180605.14,665142.84,34.79293791870729,32.078906506049854,0,0,2025-08-13 20:43:30,835-3510,30444,67f7a42992409ecffcf6ce2c
3872,דפנה 22,180569.98,665220.09,34.7925624094452,32.07960194429042,3,0,2025-08-13 20:43:30,835-3872,30445,67f7a55892409ecffcf6ce2e
3321,גן סוטין,179990.61,665492.44,34.78641478638307,32.08203820907194,6,0,2025-08-13 20:43:30,835-3321,30446,67f7a7ab92409ecffcf6ce2f
3361,בית בן גוריון,178510.2,665867.99,34.77071849922792,32.085374331987026,1,0,2025-08-13 20:43:30,835-3361,30447,67f7a89c5a4d26aeecf1376f
3051,המועצה לישראל יפה,181404.0,667617.41,34.80130104641572,32.10124879032325,3,0,2025-08-13 20:43:30,835-3051,30448,67f7aa5492409ecffcf6ce4a
1054,"חיים לבנון/קק""ל",181514.04,669833.51,34.80237929443971,32.121236775678064,0,0,2025-08-13 20:43:30,835-1054,30449,67f7acd692409ecffcf6ce4c
8051,פארק הרצליה - צפון,183928.02,675619.35,34.82774458551634,32.17349445450786,1,0,2025-08-13 20:43:30,835-8051,30450,67ff5268b523bc58eed7633f
5331,יד לבנים 31,181018.2,663159.04,34.79739207366332,32.06103118158285,1,0,2025-08-13 20:43:30,835-5331,30451,68062cc63b3dc698a6db22fa
3651,מלון המלך גורג',179841.31,663449.56,34.784917557177735,32.06361091233925,1,0,2025-08-13 20:43:30,835-3651,30452,680741d9a8042a0900937c60
3601,הנציב 6,180312.24,663931.73,34.789885008273316,32.06797508885286,0,0,2025-08-13 20:43:31,835-3601,30453,680742fca8042a0900937c61
3602,איסרליש/שפע טל,180443.91,664318.89,34.79126366370697,32.071470825855656,1,0,2025-08-13 20:43:31,835-3602,30454,680743f3a8042a0900937c7e
5321,מגדלי הצעירים,180924.22,665288.4,34.796311581073,32.0802300375261,0,0,2025-08-13 20:43:31,835-5321,30455,6807453dd45e50f1ded082ef
5091,השלום/הטייסים,181741.14,663227.62,34.80504485362549,32.06167424230445,0,0,2025-08-13 20:43:31,835-5091,30456,68074632d45e50f1ded082f6
3652,בגין/המלאכה,179847.7,663789.82,34.78497120135803,32.066679495685335,0,0,2025-08-13 20:43:31,835-3652,30457,6807485ea8042a0900937c96
3851,דרך נמיר/ארלוזורוב,180738.66,665505.84,34.79433747523804,32.0821844953962,0,0,2025-08-13 20:43:31,835-3851,30458,68074d39d45e50f1ded08303
3931,White City Residence,178116.58,663610.34,34.76664634936829,32.06500201621319,4,0,2025-08-13 20:43:31,835-3931,30459,68074ff5d45e50f1ded08304
5031,יגאל אלון/קרמניצקי,180620.88,663836.8,34.793157303271485,32.06712954591876,0,0,2025-08-13 20:43:31,835-5031,30460,6807509ba8042a0900937cbc
3431,דב הוז 2,178636.44,665157.94,34.77208586925049,32.07897552626779,1,0,2025-08-13 20:43:31,835-3431,30461,68075185a8042a0900937cd4
4183,חכמי לובלין 18,179375.38,661933.77,34.78004666560669,32.04992605058647,2,0,2025-08-13 20:43:31,835-4183,30462,6807527ca8042a0900937cd5
2042,צומת הפיל,183582.68,670018.23,34.82429238551636,32.12297312355034,1,0,2025-08-13 20:43:31,835-2042,30463,6807537fd45e50f1ded0830a
3771,פארק המסילה - אליפלט,177840.0,662900.99,34.76374805370634,32.05859582864333,3,0,2025-08-13 20:43:31,835-3771,30464,680e2df3a8042a090093945a
3772,פארק המסילה - פינס,178208.25,663141.59,34.76763725677793,32.06077806257142,1,0,2025-08-13 20:43:31,835-3772,30465,680e2e7dd45e50f1ded08f32
3773,פארק המסילה - הרצל,178475.87,663175.37,34.77046966949766,32.061091754419124,1,0,2025-08-13 20:43:31,835-3773,30466,680e2f07a8042a090093945b
3791,לילנבלום 2,178169.68,663247.1,34.76722419658964,32.061728227326256,4,0,2025-08-13 20:43:31,835-3791,30467,680e2faaa8042a0900939477
3511,הרכבת הקלה - שאול המלך,180549.14,664985.82,34.79235113064115,32.07748861133707,0,0,2025-08-13 20:43:31,835-3511,30468,680f4341a8042a0900939807
1043,קדושי השואה 2,180534.53,670089.09,34.791989664062484,32.12350818005852,0,0,2025-08-13 20:43:31,835-1043,30469,6819cf390b487cac5894bd23
3531,הארבעה 28,179949.6,664187.03,34.78603399076843,32.07026487860909,1,0,2025-08-13 20:43:31,835-3531,30470,681af452e04e6a6ed5043d7f
2011,פארק המשתלה,184231.6,670583.75,34.83114800897828,32.128095034729355,1,0,2025-08-13 20:43:32,835-2011,30471,682083c80b487cac5894cfa1
5161,"מח""ל/ששת הימים",182180.76,661821.03,34.8097547098755,32.049004945141924,0,0,2025-08-13 20:43:32,835-5161,30472,68208461e04e6a6ed5044a3d
4154,המשלטים 12,178999.42,661419.59,34.77608762232057,32.04527645098954,0,0,2025-08-13 20:43:32,835-4154,30473,682088270b487cac5894cfb2
8031,רכבת הרצליה - מערב,182919.47,674663.43,34.817087869322215,32.16483983555964,3,0,2025-08-13 20:43:32,835-8031,30474,682c471cec6d71bcef2cfd63
4031,מרזוק ועזר 3 - כיכר השעון,177188.45,662557.41,34.75686389544829,32.0554752554183,3,0,2025-08-13 20:43:32,835-4031,30475,682ed4b178256b94ae87116d
3011,תחנת הכוח,179164.16,667801.11,34.777564402315214,32.10282899626782,15,0,2025-08-13 20:43:32,835-3011,30476,683018f4ec6d71bcef2d0570
840,מחלף הסירה,182289.65,674135.08,34.81043136396789,32.16005380797665,4,0,2025-08-13 20:43:32,835-840,30477,6838368a0d77cbfbcd59a0ef
841,סינמה סיטי גלילות,181588.28,672694.29,34.80305314183044,32.14703714687799,3,0,2025-08-13 20:43:32,835-841,30478,684155740d77cbfbcd59b24c
842,אבא אבן/גלגלי הפלדה,182067.83,674417.4,34.80806887268829,32.1625920816883,3,0,2025-08-13 20:43:32,835-842,30479,684158f3cf069ead3d72b898
843,כיכר הציונות,181681.87,675271.39,34.80394363522338,32.170280007635235,3,0,2025-08-13 20:43:32,835-843,30480,684159dc0d77cbfbcd59b259
1171,מחנה אביב,181119.94,667854.96,34.798282232886734,32.10338132024389,4,0,2025-08-13 20:43:32,835-1171,30481,684518ab0d77cbfbcd59bc8c
5251,ToHa,180787.11,664460.14,34.79489268349761,32.07275631273725,0,0,2025-08-13 20:43:32,835-5251,30482,68457eaacf069ead3d72d3e1
5252,עזריאלי - כניסה ראשית,180495.17,664544.42,34.79179741429442,32.073506345384615,0,0,2025-08-13 20:43:32,835-5252,30483,68466fdf0d77cbfbcd59c1a5
3911,מלון קמפינסקי,178105.27,664617.5,34.76648321957398,32.07408387215349,0,0,2025-08-13 20:43:32,835-3911,30484,6853d383cf069ead3d732169
3411,גן לונדון,178167.61,665003.12,34.76712694973755,32.077563466603806,0,0,2025-08-13 20:43:32,835-3411,30485,6853e431cf069ead3d7321ce
3551,הירקון 29,177977.43,664321.33,34.76514211506653,32.07140874444626,1,0,2025-08-13 20:43:32,835-3551,30486,6853e4e7cf069ead3d7321d7
4172,שדרות ירושלים 110,177222.03,661227.6,34.757277878234866,32.04348455949054,0,0,2025-08-13 20:43:33,835-4172,30487,6853e5bb0d77cbfbcd59f5ff
4161,רביעיית פלורנטין,178086.56,662505.03,34.76637593121338,32.0550335301278,0,0,2025-08-13 20:43:33,835-4161,30488,6853e6ef0d77cbfbcd59f60e
3691,מגדל שלום,178465.75,663571.39,34.77034560055542,32.0646626203559,4,0,2025-08-13 20:43:33,835-3691,30489,6853e7f30d77cbfbcd59f613
4162,אברבנאל 74,178142.13,662591.53,34.76696065277863,32.055815533718,3,0,2025-08-13 20:43:33,835-4162,30490,6853e8a70d77cbfbcd59f614
4043,קיבוץ גלויות 17,178008.68,662291.55,34.765560539672855,32.05310577180142,0,0,2025-08-13 20:43:33,835-4043,30491,6853ea32cf069ead3d73220b
4164,גינת אליפלט,177939.38,662691.62,34.764809521148685,32.056711192409296,0,0,2025-08-13 20:43:33,835-4164,30492,6853eae10d77cbfbcd59f62e
4163,שלבים/סלמה,177981.94,662442.9,34.765270861099246,32.05446975595134,0,0,2025-08-13 20:43:33,835-4163,30493,6853eb880d77cbfbcd59f631
3052,רוקח/נמיר,180747.08,667455.19,34.794348101293956,32.09976353735318,4,0,2025-08-13 20:43:33,835-3052,30494,685d2b39755848d4fece102b
3053,גן הבנים,179582.86,667306.39,34.78202066866151,32.09838205123207,3,0,2025-08-13 20:43:33,835-3053,30495,685d2bfd755848d4fece102e
3041,מסוף רדינג,179304.19,667331.13,34.77906755653611,32.0985956376227,1,0,2025-08-13 20:43:33,835-3041,30496,685d2cf3944f73be968aaf68
3751,יהודה הלוי/נחלת בנימין,178671.26,663231.87,34.77253637758485,32.06160794945728,0,0,2025-08-13 20:43:33,835-3751,30497,6861067b576698a341854866
3711,הרכבת 20,179173.5,663414.49,34.77784715143434,32.06327185275164,0,0,2025-08-13 20:43:33,835-3711,30498,68610709576698a341854869
2095,מגדל עתידים,185347.9,669254.52,34.843024830496226,32.11614637880375,0,0,2025-08-13 20:43:33,835-2095,30499,68610816576698a34185486e
3182,בן יהודה 219,178938.11,666891.28,34.77520785776368,32.094616677992576,4,0,2025-08-13 20:43:33,835-3182,30500,686108c5d84b8c3c52591a73
3631,בגין/יצחק שדה,179738.87,663683.08,34.78382311311952,32.06571321252043,1,0,2025-08-13 20:43:33,835-3631,30501,686a40ea6067efbe2a102095
3521,בגין 65,179902.84,663904.27,34.78555045572511,32.06771343996168,1,0,2025-08-13 20:43:33,835-3521,30502,686a41636067efbe2a102099
5192,יגאל אלון/מוזס,180860.44,664764.65,34.79565701929322,32.075504817888714,3,0,2025-08-13 20:43:33,835-5192,30503,686a42726067efbe2a10209c
5191,עמק ברכה 14,180948.1,664909.49,34.796579699194346,32.07681392242463,2,0,2025-08-13 20:43:34,835-5191,30504,686a438ea274282a237f7e91
2151,גני יהושע - אמפי תל-אביב,182335.21,667859.55,34.81115698814392,32.10346410458767,3,0,2025-08-13 20:43:34,835-2151,30505,68789e206067efbe2a105383
3084,גני יהושע - ראש ציפור,181945.52,666949.66,34.807063937187195,32.09524565087125,4,0,2025-08-13 20:43:34,835-3084,30506,68789e9ca274282a237fa2c6
2322,גני יהושע - גן הורדים,182713.63,668047.33,34.81515884399414,32.10517041462494,6,0,2025-08-13 20:43:34,835-2322,30507,68789fee6067efbe2a105384
3085,גני יהושע - אגם הפארק,182175.34,667343.38,34.80948328971863,32.09880396628201,5,0,2025-08-13 20:43:34,835-3085,30508,6878a08ba274282a237fa2c7
3421,גן דובנוב,179690.31,665075.23,34.78325128555298,32.078265624623484,0,0,2025-08-13 20:43:34,835-3421,30509,6892fe85a274282a238020f1
3322,בלוך 26,179762.1,665562.36,34.78399157524109,32.08266091797986,1,0,2025-08-13 20:43:34,835-3322,30510,689473eea274282a23802a21
4084,היינריך היינה/נס לגוים,177718.62,661263.28,34.76253390312195,32.04382321115445,0,0,2025-08-13 20:43:34,835-4084,30511,689476976067efbe2a10ba51
3212,עקיבא אריה 1,180424.63,666109.73,34.79098677635193,32.08761957328186,0,0,2025-08-13 20:43:34,835-3212,30512,689478cd6067efbe2a10ba53
3211,ז'בוטינסקי/משה שרת,180091.14,666043.46,34.78745698928833,32.08701055036898,0,0,2025-08-13 20:43:34,835-3211,30513,68947a23a274282a23802a38
3151,פנקס 32,180072.5,666462.85,34.78724241256714,32.09079188072871,0,0,2025-08-13 20:43:34,835-3151,30514,68947afc6067efbe2a10ba6b
3191,בן סרוק 8,179739.94,665983.3,34.78373944759369,32.0864560632913,0,0,2025-08-13 20:43:34,835-3191,30515,68947c436067efbe2a10ba6d
